gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM
ENSG00000176597	ENST00000326505,ENST00000460419,ENST00000462559,ENST00000464191,ENST00000464923,ENST00000465010,ENST00000477699,ENST00000480551,ENST00000481531,ENST00000488301,ENST00000493370,ENST00000496270	2983.88	2803.59	250.78	3.35	2.52
ENSG00000176601	ENST00000358371,ENST00000375844,ENST00000375845,ENST00000392915,ENST00000392917,ENST00000392918,ENST00000414343,ENST00000425952,ENST00000437365,ENST00000468155,ENST00000478805,ENST00000486077	1971.83	1791.55	0.00	0.00	0.00
ENSG00000176605	ENST00000325812,ENST00000541516,ENST00000546029	745.00	564.76	0.00	0.00	0.00
ENSG00000176619	ENST00000325327,ENST00000475819,ENST00000490554,ENST00000527409,ENST00000532465,ENST00000534495	4628.93	4448.64	17227.40	144.84	109.07
ENSG00000176623	ENST00000406452,ENST00000430676,ENST00000517404,ENST00000517710,ENST00000517821,ENST00000518390,ENST00000518772,ENST00000519145,ENST00000519247,ENST00000519639,ENST00000519789,ENST00000519966,ENST00000520719,ENST00000521045,ENST00000522804,ENST00000522942,ENST00000523370,ENST00000523911,ENST00000524172	1278.07	1097.79	940.41	32.04	24.13
ENSG00000176624	ENST00000406189,ENST00000591040,ENST00000592416,ENST00000616921	2155.91	1975.62	1386.00	26.24	19.76
ENSG00000176635	ENST00000336726,ENST00000403975,ENST00000450612,ENST00000491605	1347.25	1167.00	0.00	0.00	0.00
ENSG00000176641	ENST00000312828,ENST00000588064,ENST00000588396,ENST00000591306,ENST00000619552	3724.10	3543.81	157.00	1.66	1.25
ENSG00000176654	ENST00000525030,ENST00000607111	1786.00	1605.71	1.00	0.02	0.02
ENSG00000176658	ENST00000318217,ENST00000394649,ENST00000577252,ENST00000577352,ENST00000577576,ENST00000579584,ENST00000580538,ENST00000580547,ENST00000581059,ENST00000582217,ENST00000582751,ENST00000583611,ENST00000583621,ENST00000584232,ENST00000585094,ENST00000623444	3200.95	3020.67	1792.00	22.19	16.71
ENSG00000176659	ENST00000313426,ENST00000625080	2732.00	2551.71	7.00	0.10	0.08
ENSG00000176678	ENST00000320241,ENST00000593625	2123.50	1943.22	0.00	0.00	0.00
ENSG00000176679	ENST00000321217,ENST00000559055	916.00	735.71	0.00	0.00	0.00
ENSG00000176681	ENST00000320254,ENST00000393465,ENST00000496930	4833.92	4653.63	85.69	0.69	0.52
ENSG00000176692	ENST00000320354	2478.00	2297.71	0.00	0.00	0.00
ENSG00000176695	ENST00000318050,ENST00000585993,ENST00000618231	1008.67	828.38	0.00	0.00	0.00
ENSG00000176697	ENST00000314915,ENST00000356660,ENST00000395978,ENST00000395980,ENST00000395981,ENST00000395983,ENST00000395986,ENST00000418212,ENST00000420794,ENST00000438929,ENST00000439476,ENST00000525528,ENST00000525950,ENST00000530786,ENST00000530861,ENST00000532997,ENST00000533131,ENST00000533246,ENST00000584049	4015.94	3835.65	189.74	1.85	1.39
ENSG00000176700	ENST00000348993,ENST00000427525,ENST00000530891,ENST00000541103,ENST00000558508,ENST00000558612,ENST00000560416,ENST00000560543,ENST00000560678	1921.08	1740.87	511.94	11.00	8.28
ENSG00000176714	ENST00000324364,ENST00000394775,ENST00000522876	940.15	759.88	77.15	3.80	2.86
ENSG00000176715	ENST00000317447,ENST00000378345,ENST00000393145,ENST00000406948,ENST00000535176,ENST00000537116,ENST00000537155,ENST00000537290,ENST00000537895,ENST00000538340,ENST00000540697,ENST00000541755,ENST00000542688,ENST00000543676,ENST00000544543,ENST00000562204,ENST00000562750,ENST00000614302	1782.21	1601.92	783.89	18.30	13.78
ENSG00000176716	ENST00000609613	938.00	757.71	0.00	0.00	0.00
ENSG00000176720	ENST00000318407	2657.00	2476.71	4571.99	69.04	51.99
ENSG00000176723	ENST00000315678,ENST00000564218,ENST00000618063	2498.31	2318.02	8.00	0.13	0.10
ENSG00000176728	ENST00000324446,ENST00000331787,ENST00000447937,ENST00000452584,ENST00000454875,ENST00000610801	800.83	620.57	0.00	0.00	0.00
ENSG00000176731	ENST00000321777,ENST00000518786,ENST00000521286,ENST00000523245,ENST00000523281,ENST00000545322,ENST00000611854,ENST00000612809,ENST00000612977,ENST00000614462,ENST00000615071,ENST00000615697,ENST00000619594	675.01	494.77	179.71	13.59	10.23
ENSG00000176732	ENST00000313213,ENST00000436622,ENST00000465360	715.04	534.78	12.00	0.84	0.63
ENSG00000176742	ENST00000321255	966.00	785.71	0.00	0.00	0.00
ENSG00000176746	ENST00000379034	1949.00	1768.71	14.00	0.30	0.22
ENSG00000176748	ENST00000510471	897.00	716.71	0.00	0.00	0.00
ENSG00000176749	ENST00000313401,ENST00000584716,ENST00000584792	3645.85	3465.56	833.00	8.99	6.77
ENSG00000176752	ENST00000511110	946.00	765.71	0.00	0.00	0.00
ENSG00000176753	ENST00000319503,ENST00000559727,ENST00000623360	1815.33	1635.04	0.00	0.00	0.00
ENSG00000176754	ENST00000367207,ENST00000418245,ENST00000427799	1345.00	1164.71	0.00	0.00	0.00
ENSG00000176761	ENST00000561698	1767.00	1586.71	1.00	0.02	0.02
ENSG00000176769	ENST00000368642,ENST00000483040	2800.09	2619.79	210.00	3.00	2.26
ENSG00000176771	ENST00000317721,ENST00000358991,ENST00000405974,ENST00000409213,ENST00000409261,ENST00000427594,ENST00000473859	7593.33	7413.04	4.00	0.02	0.02
ENSG00000176774	ENST00000325250	1811.00	1630.71	0.00	0.00	0.00
ENSG00000176782	ENST00000314265	281.00	103.76	0.00	0.00	0.00
ENSG00000176783	ENST00000319449,ENST00000393438,ENST00000393448,ENST00000437570,ENST00000502434,ENST00000502531,ENST00000502984,ENST00000503514,ENST00000503583,ENST00000507569,ENST00000508609,ENST00000508797,ENST00000509797,ENST00000514238	2285.58	2105.29	577.57	10.26	7.73
ENSG00000176787	ENST00000321522	978.00	797.71	0.00	0.00	0.00
ENSG00000176788	ENST00000322611,ENST00000606445,ENST00000616743	1711.00	1530.71	2.00	0.05	0.04
ENSG00000176797	ENST00000314357	518.00	337.76	0.00	0.00	0.00
ENSG00000176798	ENST00000321543	948.00	767.71	0.00	0.00	0.00
ENSG00000176809	ENST00000319651,ENST00000334962,ENST00000339474,ENST00000400877,ENST00000577487,ENST00000579305,ENST00000580439,ENST00000580464,ENST00000581368,ENST00000583510,ENST00000584306,ENST00000584788	2194.30	2014.03	60.82	1.13	0.85
ENSG00000176812	ENST00000433306	827.00	646.71	0.00	0.00	0.00
ENSG00000176826	ENST00000441699,ENST00000455909	2101.99	1921.70	141.78	2.76	2.08
ENSG00000176834	ENST00000321694,ENST00000359236,ENST00000536905,ENST00000538357,ENST00000539956,ENST00000540117,ENST00000541855,ENST00000542011,ENST00000542195,ENST00000545259,ENST00000545722,ENST00000612851,ENST00000621133	1786.34	1606.34	888.03	20.68	15.57
ENSG00000176840	ENST00000317292,ENST00000586721,ENST00000588711,ENST00000588758,ENST00000588923,ENST00000589368,ENST00000589639,ENST00000591008,ENST00000592663,ENST00000592709	640.00	459.74	0.00	0.00	0.00
ENSG00000176842	ENST00000320990,ENST00000394636,ENST00000558597,ENST00000560154,ENST00000620085	2061.00	1880.71	5.03	0.10	0.08
ENSG00000176845	ENST00000320095,ENST00000570778,ENST00000571814,ENST00000571940,ENST00000574053	1167.20	986.91	2155.00	81.67	61.50
ENSG00000176853	ENST00000334705,ENST00000517912,ENST00000518333,ENST00000518976,ENST00000519721,ENST00000520246,ENST00000521166,ENST00000521704	3208.10	3027.81	3199.12	39.52	29.76
ENSG00000176855	ENST00000453838	1332.00	1151.71	0.00	0.00	0.00
ENSG00000176857	ENST00000511478	1143.00	962.71	1.00	0.04	0.03
ENSG00000176868	ENST00000321081,ENST00000616163	1360.00	1179.71	32.11	1.02	0.77
ENSG00000176871	ENST00000315436,ENST00000441406,ENST00000535496,ENST00000536602,ENST00000536738,ENST00000537945,ENST00000540129,ENST00000542726,ENST00000543186,ENST00000543218,ENST00000544233,ENST00000614776	1526.10	1345.81	3643.84	101.27	76.26
ENSG00000176879	ENST00000321961	966.00	785.71	0.00	0.00	0.00
ENSG00000176882	ENST00000451812	333.00	153.65	0.00	0.00	0.00
ENSG00000176884	ENST00000350902,ENST00000371546,ENST00000371550,ENST00000371553,ENST00000371555,ENST00000371559,ENST00000371560,ENST00000371561,ENST00000460273,ENST00000462584,ENST00000471122,ENST00000473811,ENST00000485413	2981.31	2801.20	0.00	0.00	0.00
ENSG00000176887	ENST00000322002	8719.00	8538.71	17.00	0.07	0.06
ENSG00000176890	ENST00000323224,ENST00000323250,ENST00000323274,ENST00000579128,ENST00000581920,ENST00000584122	1568.43	1388.14	14220.61	383.16	288.54
ENSG00000176893	ENST00000322013	945.00	764.71	0.00	0.00	0.00
ENSG00000176894	ENST00000317479,ENST00000428960,ENST00000454379,ENST00000539093,ENST00000543589	882.92	702.64	1213.09	64.57	48.63
ENSG00000176895	ENST00000359350	939.00	758.71	0.00	0.00	0.00
ENSG00000176896	ENST00000380600,ENST00000463321,ENST00000467590,ENST00000490617,ENST00000544987	2988.00	2807.71	14.00	0.19	0.14
ENSG00000176900	ENST00000322049,ENST00000380378	1024.50	844.21	0.00	0.00	0.00
ENSG00000176903	ENST00000316836	2590.00	2409.71	7052.00	109.46	82.43
ENSG00000176904	ENST00000322059	909.00	728.71	0.00	0.00	0.00
ENSG00000176907	ENST00000315792	1854.00	1673.71	1.00	0.02	0.02
ENSG00000176909	ENST00000318083,ENST00000356751,ENST00000594582,ENST00000595591,ENST00000599703	1837.00	1656.71	68.00	1.54	1.16
ENSG00000176912	ENST00000323813,ENST00000585033	844.00	663.71	75.16	4.24	3.19
ENSG00000176915	ENST00000357997,ENST00000439231,ENST00000505031,ENST00000535036,ENST00000538591,ENST00000538766,ENST00000539605,ENST00000542282,ENST00000542374,ENST00000542657,ENST00000545623,ENST00000546061	3523.06	3342.77	3173.00	35.50	26.74
ENSG00000176919	ENST00000224181,ENST00000371634,ENST00000465773,ENST00000484376	567.00	386.74	2.00	0.19	0.15
ENSG00000176920	ENST00000391876,ENST00000425340,ENST00000522283,ENST00000522966	1769.26	1588.97	9.81	0.23	0.17
ENSG00000176922	ENST00000322101	972.00	791.71	0.00	0.00	0.00
ENSG00000176923	ENST00000449848	907.00	726.71	0.00	0.00	0.00
ENSG00000176925	ENST00000322110	1029.00	848.71	0.00	0.00	0.00
ENSG00000176927	ENST00000394835,ENST00000419434,ENST00000421238,ENST00000423598,ENST00000440741,ENST00000448319,ENST00000534836,ENST00000536908,ENST00000581617,ENST00000582953,ENST00000584826,ENST00000588978	1167.25	986.99	5.00	0.19	0.14
ENSG00000176928	ENST00000322348	5554.00	5373.71	3.00	0.02	0.02
ENSG00000176933	ENST00000469761	992.00	811.71	30.00	1.38	1.04
ENSG00000176937	ENST00000356069	948.00	767.71	0.00	0.00	0.00
ENSG00000176945	ENST00000320736,ENST00000423938,ENST00000436408,ENST00000445522,ENST00000447234,ENST00000480350,ENST00000485430,ENST00000498018	2332.49	2152.20	90.42	1.57	1.18
ENSG00000176946	ENST00000321679,ENST00000402136,ENST00000402545,ENST00000407315,ENST00000497486,ENST00000612200	1512.39	1332.10	3323.90	93.33	70.28
ENSG00000176951	ENST00000433299	952.00	771.71	0.00	0.00	0.00
ENSG00000176953	ENST00000320805,ENST00000562977,ENST00000564978,ENST00000565752,ENST00000565919,ENST00000568148,ENST00000568998	2930.20	2749.91	2121.00	28.85	21.72
ENSG00000176956	ENST00000342752,ENST00000414417,ENST00000430474,ENST00000479685,ENST00000615409	925.00	744.71	2.00	0.10	0.08
ENSG00000176970	ENST00000446092	721.00	540.72	0.00	0.00	0.00
ENSG00000176971	ENST00000318627	1938.00	1757.71	44.00	0.94	0.71
ENSG00000176973	ENST00000316409,ENST00000449319,ENST00000530349	1287.03	1106.74	1283.72	43.38	32.67
ENSG00000176974	ENST00000316694,ENST00000352886,ENST00000354098,ENST00000395682,ENST00000395684,ENST00000579558,ENST00000580002,ENST00000582352,ENST00000582653,ENST00000583780,ENST00000618902	1828.90	1648.75	2287.00	51.88	39.07
ENSG00000176978	ENST00000371579,ENST00000460830,ENST00000463619,ENST00000470766,ENST00000472306,ENST00000473532,ENST00000473703,ENST00000478597,ENST00000482088,ENST00000483783,ENST00000485456,ENST00000491807,ENST00000497375	1203.31	1023.03	1488.00	54.40	40.97
ENSG00000176979	ENST00000341062,ENST00000507119,ENST00000508504,ENST00000512596	1454.50	1274.28	0.00	0.00	0.00
ENSG00000176984	ENST00000319763,ENST00000530303	1318.00	1137.73	0.00	0.00	0.00
ENSG00000176986	ENST00000339365,ENST00000345254,ENST00000465076,ENST00000477008,ENST00000496827	4431.83	4251.54	12225.44	107.55	80.99
ENSG00000176988	ENST00000370467,ENST00000489034	791.50	611.23	0.00	0.00	0.00
ENSG00000176994	ENST00000406438	3427.00	3246.71	1453.00	16.74	12.61
ENSG00000176998	ENST00000418983	998.00	817.71	68.51	3.13	2.36
ENSG00000177000	ENST00000376486,ENST00000376583,ENST00000376585,ENST00000376590,ENST00000376592,ENST00000413656,ENST00000418034,ENST00000423400,ENST00000431243	5623.69	5443.40	1159.03	7.96	6.00
ENSG00000177023	ENST00000316169	281.00	103.76	0.00	0.00	0.00
ENSG00000177025	ENST00000314391	915.00	734.71	2.00	0.10	0.08
ENSG00000177030	ENST00000382409,ENST00000524786,ENST00000525626,ENST00000525904,ENST00000526790,ENST00000526857,ENST00000527170,ENST00000527658,ENST00000528864,ENST00000529717,ENST00000529727,ENST00000530813	1756.13	1576.12	494.04	11.72	8.83
ENSG00000177034	ENST00000509852,ENST00000512528,ENST00000512560,ENST00000617335	3826.49	3646.20	476.00	4.88	3.68
ENSG00000177042	ENST00000397510,ENST00000397512,ENST00000488769,ENST00000492023,ENST00000526170,ENST00000528024,ENST00000608174	1338.65	1158.37	203.00	6.55	4.94
ENSG00000177045	ENST00000317578,ENST00000560160,ENST00000560168,ENST00000622857	2798.52	2618.23	556.93	7.96	5.99
ENSG00000177047	ENST00000380229	1932.00	1751.71	0.00	0.00	0.00
ENSG00000177051	ENST00000317683,ENST00000586899,ENST00000591686	2724.89	2544.60	863.00	12.68	9.55
ENSG00000177054	ENST00000399351,ENST00000446113,ENST00000524744,ENST00000525490,ENST00000530100,ENST00000530698,ENST00000532026,ENST00000532812	2422.50	2242.21	305.00	5.09	3.83
ENSG00000177058	ENST00000318672,ENST00000396865,ENST00000416547,ENST00000502247,ENST00000502416,ENST00000503817,ENST00000503891,ENST00000504880,ENST00000505563,ENST00000505708,ENST00000506624,ENST00000507109,ENST00000507216,ENST00000507447,ENST00000508124,ENST00000511233,ENST00000512208,ENST00000512595,ENST00000513275,ENST00000513993,ENST00000514806,ENST00000515159,ENST00000515629,ENST00000515754,ENST00000524030,ENST00000524154	814.31	634.25	261.00	15.39	11.59
ENSG00000177076	ENST00000340967	2238.00	2057.71	88.95	1.62	1.22
ENSG00000177082	ENST00000398528,ENST00000434634,ENST00000558019,ENST00000558487,ENST00000558521,ENST00000558608,ENST00000559015,ENST00000559126,ENST00000559178,ENST00000559224,ENST00000559452,ENST00000559877,ENST00000559994,ENST00000560088,ENST00000560182,ENST00000560252,ENST00000560835,ENST00000560966,ENST00000561329,ENST00000561434,ENST00000561447	2080.98	1900.69	1097.34	21.59	16.26
ENSG00000177084	ENST00000320574,ENST00000416953,ENST00000434528,ENST00000441786,ENST00000503265,ENST00000534922,ENST00000535270,ENST00000535934,ENST00000536445,ENST00000537064,ENST00000538196,ENST00000539215,ENST00000539357,ENST00000539618,ENST00000540987,ENST00000541213,ENST00000541627,ENST00000542362,ENST00000544414,ENST00000544692,ENST00000544870,ENST00000545015	4258.16	4077.89	4645.00	42.60	32.08
ENSG00000177096	ENST00000321753,ENST00000419475	2335.00	2154.71	864.00	15.00	11.29
ENSG00000177098	ENST00000324727,ENST00000415030,ENST00000423160,ENST00000529878,ENST00000531550,ENST00000532138	3751.94	3571.65	132.00	1.38	1.04
ENSG00000177103	ENST00000321322,ENST00000525836,ENST00000527706	2118.09	1937.82	4.00	0.08	0.06
ENSG00000177105	ENST00000351018,ENST00000396978,ENST00000396979,ENST00000533217	1318.70	1138.41	2480.00	81.48	61.36
ENSG00000177106	ENST00000318562,ENST00000524474,ENST00000524763,ENST00000524973,ENST00000526198,ENST00000526380,ENST00000526651,ENST00000526909,ENST00000527199,ENST00000527807,ENST00000527832,ENST00000528770,ENST00000529346,ENST00000529680,ENST00000530093,ENST00000530118,ENST00000530452,ENST00000530636,ENST00000531348,ENST00000531393,ENST00000531471,ENST00000532545,ENST00000533256,ENST00000533500,ENST00000533816,ENST00000534027,ENST00000534449,ENST00000534679,ENST00000534755,ENST00000610855,ENST00000614442	1913.76	1733.53	456.96	9.86	7.42
ENSG00000177108	ENST00000319374,ENST00000555327,ENST00000555389	3408.00	3227.71	108.98	1.26	0.95
ENSG00000177112	ENST00000525578,ENST00000529829,ENST00000529979	733.33	553.05	0.00	0.00	0.00
ENSG00000177119	ENST00000320560,ENST00000423947,ENST00000425752,ENST00000426898,ENST00000441606,ENST00000550630,ENST00000551667	5368.10	5187.81	2514.00	18.12	13.65
ENSG00000177125	ENST00000319119,ENST00000373452	6564.00	6383.71	517.00	3.03	2.28
ENSG00000177133	ENST00000321336,ENST00000321399,ENST00000413472,ENST00000415573,ENST00000420957,ENST00000445317,ENST00000453118,ENST00000606861	993.15	812.88	4.00	0.18	0.14
ENSG00000177138	ENST00000327220,ENST00000362066,ENST00000428477,ENST00000461107,ENST00000472522,ENST00000494744	1064.00	883.71	1.00	0.04	0.03
ENSG00000177143	ENST00000327228	1758.00	1577.71	0.00	0.00	0.00
ENSG00000177144	ENST00000322209	546.00	365.75	23.95	2.45	1.84
ENSG00000177150	ENST00000322247,ENST00000402563,ENST00000585785,ENST00000588475,ENST00000589346,ENST00000591269,ENST00000592976	1342.53	1162.25	1164.00	37.46	28.21
ENSG00000177151	ENST00000317450	972.00	791.71	0.00	0.00	0.00
ENSG00000177156	ENST00000319006,ENST00000528070,ENST00000528097,ENST00000530119,ENST00000530440,ENST00000530666,ENST00000532202,ENST00000532685,ENST00000533796	1305.48	1125.24	3881.00	129.00	97.14
ENSG00000177169	ENST00000321867,ENST00000537421,ENST00000540568,ENST00000540647,ENST00000541761,ENST00000542313,ENST00000544718	4798.10	4617.81	1921.00	15.56	11.72
ENSG00000177173	ENST00000319092	1157.00	976.71	8.00	0.31	0.23
ENSG00000177174	ENST00000317861	939.00	758.71	0.00	0.00	0.00
ENSG00000177181	ENST00000410070,ENST00000431473	6099.24	5918.95	125.00	0.79	0.59
ENSG00000177182	ENST00000325897,ENST00000518426,ENST00000518592,ENST00000518858,ENST00000519846,ENST00000520712,ENST00000521189,ENST00000522621,ENST00000522928,ENST00000523868,ENST00000524095	1707.27	1527.14	0.00	0.00	0.00
ENSG00000177186	ENST00000317965	939.00	758.71	0.00	0.00	0.00
ENSG00000177189	ENST00000379565,ENST00000438357,ENST00000457145,ENST00000474266,ENST00000479809,ENST00000492128	2973.73	2793.45	468.00	6.27	4.72
ENSG00000177191	ENST00000321702,ENST00000601379,ENST00000601616	1095.32	915.07	3.00	0.12	0.09
ENSG00000177192	ENST00000322060,ENST00000376649,ENST00000443358,ENST00000456665,ENST00000535067,ENST00000537484,ENST00000538037,ENST00000542167,ENST00000543754,ENST00000544213,ENST00000544662	1689.09	1508.80	1763.98	43.73	32.93
ENSG00000177197	ENST00000452246	481.00	300.78	1.00	0.12	0.09
ENSG00000177200	ENST00000219084,ENST00000398510,ENST00000447540,ENST00000561869,ENST00000562785,ENST00000562791,ENST00000562806,ENST00000563410,ENST00000564255,ENST00000564582,ENST00000564600,ENST00000564641,ENST00000564845,ENST00000565119,ENST00000565442,ENST00000565803,ENST00000565832,ENST00000566029,ENST00000569225,ENST00000569794,ENST00000615216,ENST00000622617	4756.22	4575.94	821.82	6.72	5.06
ENSG00000177201	ENST00000317996	963.00	782.71	0.00	0.00	0.00
ENSG00000177202	ENST00000321762	972.00	791.71	6.00	0.28	0.21
ENSG00000177212	ENST00000318021	963.00	782.71	15.11	0.72	0.54
ENSG00000177225	ENST00000319863,ENST00000354286,ENST00000397472,ENST00000465313,ENST00000524550,ENST00000526325,ENST00000526650,ENST00000528309,ENST00000528602,ENST00000529362,ENST00000529966,ENST00000530209,ENST00000532320,ENST00000532839,ENST00000533960,ENST00000534603	1541.45	1361.75	1298.00	35.65	26.85
ENSG00000177233	ENST00000318104	951.00	770.71	0.00	0.00	0.00
ENSG00000177234	ENST00000369071,ENST00000623529	2160.00	1979.71	21.00	0.40	0.30
ENSG00000177238	ENST00000322122,ENST00000613872	1573.00	1392.71	1.00	0.03	0.02
ENSG00000177239	ENST00000371587,ENST00000371589,ENST00000474902,ENST00000475449,ENST00000480100,ENST00000535028,ENST00000535144,ENST00000536268,ENST00000536349,ENST00000540346,ENST00000540391,ENST00000542372,ENST00000544448,ENST00000545096,ENST00000545539,ENST00000550113	2376.70	2196.41	3303.00	56.25	42.36
ENSG00000177243	ENST00000318124	518.00	337.76	0.00	0.00	0.00
ENSG00000177257	ENST00000318157	332.00	152.67	0.00	0.00	0.00
ENSG00000177261	ENST00000312710	333.00	153.65	0.00	0.00	0.00
ENSG00000177272	ENST00000369769	2569.00	2388.71	68.00	1.06	0.80
ENSG00000177275	ENST00000318244	987.00	806.71	0.00	0.00	0.00
ENSG00000177283	ENST00000374694	4030.00	3849.71	531.00	5.16	3.88
ENSG00000177291	ENST00000321660	1580.00	1399.71	8.00	0.21	0.16
ENSG00000177294	ENST00000321535,ENST00000572251,ENST00000575022	1412.28	1231.99	7.00	0.21	0.16
ENSG00000177300	ENST00000323319	2581.00	2400.71	8.86	0.14	0.10
ENSG00000177301	ENST00000316361,ENST00000369770,ENST00000485317,ENST00000525120	2597.88	2417.59	174.00	2.69	2.03
ENSG00000177302	ENST00000321105,ENST00000461127,ENST00000469739,ENST00000472959,ENST00000477508,ENST00000489131,ENST00000493648,ENST00000542570,ENST00000580095,ENST00000580713,ENST00000581536,ENST00000582122,ENST00000582230,ENST00000582981,ENST00000583328,ENST00000583804,ENST00000584582,ENST00000584669,ENST00000584887,ENST00000585031	2904.14	2723.86	2440.00	33.50	25.23
ENSG00000177303	ENST00000321617,ENST00000433559,ENST00000580021,ENST00000580075,ENST00000581870,ENST00000583246,ENST00000583258	4919.90	4739.61	3915.00	30.89	23.27
ENSG00000177306	ENST00000443450	846.00	665.71	0.00	0.00	0.00
ENSG00000177311	ENST00000321464,ENST00000441582,ENST00000503809,ENST00000504673,ENST00000506623,ENST00000507657,ENST00000507722,ENST00000509813,ENST00000509842,ENST00000509883,ENST00000510338,ENST00000510726,ENST00000512276,ENST00000512327,ENST00000512769,ENST00000513249,ENST00000513258,ENST00000513570,ENST00000513619,ENST00000514251	2936.25	2755.96	1619.00	21.97	16.55
ENSG00000177324	ENST00000380030,ENST00000380033	3274.50	3094.21	0.00	0.00	0.00
ENSG00000177335	ENST00000395172,ENST00000517653,ENST00000519775,ENST00000520786,ENST00000523099,ENST00000523766,ENST00000524181,ENST00000622366	578.00	397.74	1.00	0.09	0.07
ENSG00000177337	ENST00000317114,ENST00000573355,ENST00000574411,ENST00000575606,ENST00000576606,ENST00000577995	1158.63	978.50	177.00	6.77	5.09
ENSG00000177338	ENST00000321800,ENST00000544677,ENST00000579749	586.87	406.62	4.00	0.37	0.28
ENSG00000177340	ENST00000313737	1514.00	1333.71	6.51	0.18	0.14
ENSG00000177350	ENST00000487479,ENST00000494676	614.00	433.73	1.00	0.09	0.06
ENSG00000177352	ENST00000321895	1781.00	1600.71	1188.00	27.76	20.90
ENSG00000177354	ENST00000374144,ENST00000470615	2757.00	2578.13	0.00	0.00	0.00
ENSG00000177359	ENST00000391394,ENST00000398963,ENST00000542490,ENST00000542925	725.83	545.57	45.03	3.09	2.32
ENSG00000177363	ENST00000317449	2585.00	2404.71	9.00	0.14	0.11
ENSG00000177369	ENST00000322227,ENST00000502951,ENST00000511008	2317.00	2136.71	1.00	0.02	0.01
ENSG00000177370	ENST00000327158	3194.00	3013.71	1033.00	12.82	9.65
ENSG00000177374	ENST00000322941,ENST00000399849,ENST00000571875,ENST00000571990,ENST00000574370,ENST00000576444,ENST00000619757	3439.17	3258.89	10.95	0.13	0.09
ENSG00000177380	ENST00000334186,ENST00000421230,ENST00000602351,ENST00000602492,ENST00000602509,ENST00000602655,ENST00000602716,ENST00000602726,ENST00000602783,ENST00000602800,ENST00000602848,ENST00000602897,ENST00000602905	2064.39	1884.10	1298.00	25.77	19.40
ENSG00000177383	ENST00000317897	1636.00	1455.71	2749.00	70.63	53.19
ENSG00000177398	ENST00000400421,ENST00000400423,ENST00000400424,ENST00000400427,ENST00000408910,ENST00000408989,ENST00000466434,ENST00000468982,ENST00000475047,ENST00000484174,ENST00000484712,ENST00000485357,ENST00000491559,ENST00000497243	4149.60	3969.31	4.00	0.04	0.03
ENSG00000177400	ENST00000532847	1000.00	819.71	0.00	0.00	0.00
ENSG00000177406	ENST00000318291,ENST00000537514,ENST00000543884	2096.28	1915.99	213.10	4.16	3.13
ENSG00000177409	ENST00000318238,ENST00000411955,ENST00000414791,ENST00000437805,ENST00000439952,ENST00000446033,ENST00000446959,ENST00000477816,ENST00000610760	3742.16	3561.87	90.00	0.95	0.71
ENSG00000177410	ENST00000326677,ENST00000371743,ENST00000417721,ENST00000428008,ENST00000441722,ENST00000450535,ENST00000458653,ENST00000618800,ENST00000620594,ENST00000623640	578.34	398.09	2055.62	193.13	145.44
ENSG00000177414	ENST00000371076,ENST00000371077,ENST00000464349,ENST00000608020,ENST00000608956,ENST00000611228	933.67	753.40	0.00	0.00	0.00
ENSG00000177418	ENST00000325130	474.00	293.78	0.00	0.00	0.00
ENSG00000177425	ENST00000328827,ENST00000547016,ENST00000547571,ENST00000547699,ENST00000548075,ENST00000548426,ENST00000549050,ENST00000550006,ENST00000550603,ENST00000551712,ENST00000552637	819.09	639.06	560.35	32.80	24.70
ENSG00000177426	ENST00000330513,ENST00000343820,ENST00000345133,ENST00000400167,ENST00000401449,ENST00000405385,ENST00000407501,ENST00000472042,ENST00000546979,ENST00000547233,ENST00000548489,ENST00000549253,ENST00000549468,ENST00000549546,ENST00000549780,ENST00000550958,ENST00000551333,ENST00000551402,ENST00000551541,ENST00000551557,ENST00000552383,ENST00000577543,ENST00000618001	955.82	775.54	1605.00	77.40	58.29
ENSG00000177427	ENST00000323019,ENST00000395703,ENST00000395704,ENST00000395706,ENST00000577216,ENST00000578174,ENST00000578621,ENST00000579341,ENST00000583745	2080.89	1900.60	884.00	17.40	13.10
ENSG00000177432	ENST00000323061	2321.00	2140.71	71.00	1.24	0.93
ENSG00000177447	ENST00000325243	554.00	373.74	0.00	0.00	0.00
ENSG00000177452	ENST00000418154	584.00	403.74	0.00	0.00	0.00
ENSG00000177453	ENST00000326035,ENST00000440285,ENST00000509362,ENST00000512796,ENST00000513797	1380.85	1200.57	19.00	0.59	0.45
ENSG00000177455	ENST00000324662,ENST00000538922,ENST00000565089,ENST00000566890,ENST00000567368,ENST00000567541,ENST00000611258	1608.00	1427.71	0.00	0.00	0.00
ENSG00000177459	ENST00000318528,ENST00000545282	1178.50	998.22	0.00	0.00	0.00
ENSG00000177462	ENST00000319968	939.00	758.71	8.60	0.42	0.32
ENSG00000177463	ENST00000323373,ENST00000393102,ENST00000406272,ENST00000413118,ENST00000413194,ENST00000425241,ENST00000435454,ENST00000437120,ENST00000439011,ENST00000475707,ENST00000478572,ENST00000495282,ENST00000617312	4100.42	3920.14	3590.42	34.26	25.80
ENSG00000177464	ENST00000323040,ENST00000591614	3048.00	2867.71	110.00	1.43	1.08
ENSG00000177465	ENST00000326303	2362.00	2181.71	421.00	7.22	5.44
